"Input Order","Search Term","Human GeneID","HGNCID","Human Symbol","Species 2","Fly GeneID","Fly Species Gene ID","Fly Symbol","DIOPT Score","Weighted Score","Rank","Best Score","Best Score Reverse","Prediction Derived From","Alignment & Scores","Feedback","Gene2FunctionDetails"
"10","ACPP","55","125","ACPP","Fly","40118","FBgn0036876","CG9451","6","5.94","moderate","No","Yes","Compara, eggNOG, Hieranoid, OrthoDB, OrthoFinder, Panther","","Add","CG9451 details"
"11","ACR","49","126","ACR","Fly","33667","FBgn0031619","CG3355","1","0.95","low","Yes","No","Isobase","","Add","CG3355 details"
"11","ACR","49","126","ACR","Fly","41496","FBgn0038014","CG10041","1","0.91","low","Yes","Yes","Phylome","","Add","CG10041 details"
"12","ADA2","51816","1839","ADA2","Fly","39976","FBgn0036752","Adgf-A","13","12.72","high","Yes","Yes","Compara, eggNOG, Hieranoid, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam","","Add","Adgf-A details"
"12","ADA2","51816","1839","ADA2","Fly","39975","FBgn0036751","Adgf-B","12","11.89","moderate","No","Yes","Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam","","Add","Adgf-B details"
"12","ADA2","51816","1839","ADA2","Fly","36627","FBgn0033952","Adgf-E","11","10.76","moderate","No","Yes","Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam","","Add","Adgf-E details"
"12","ADA2","51816","1839","ADA2","Fly","41679","FBgn0038172","Adgf-D","10","9.74","moderate","No","Yes","Compara, eggNOG, Homologene, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","Adgf-D details"
"12","ADA2","51816","1839","ADA2","Fly","41680","FBgn0038173","Adgf-C","9","8.71","moderate","No","Yes","Compara, eggNOG, Homologene, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam","","Add","Adgf-C details"
"12","ADA2","51816","1839","ADA2","Fly","64879","FBgn0043025","Adgf-A2","7","6.81","moderate","No","Yes","Compara, eggNOG, OrthoDB, OrthoFinder, Panther, Phylome, TreeFam","","Add","Adgf-A2 details"
"13","ADAM12","8038","190","ADAM12","Fly","3772109","FBgn0265140","Meltrin","10","10.01","high","Yes","Yes","eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp","","Add","Meltrin details"
"13","ADAM12","8038","190","ADAM12","Fly","32561","FBgn0259110","mmd","5","5.05","moderate","No","No","eggNOG, OMA, OrthoDB, Panther, RoundUp","","Add","mmd details"
"14","ADAM28","10863","206","ADAM28","Fly","3772109","FBgn0265140","Meltrin","8","7.95","moderate","Yes","No","eggNOG, Hieranoid, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp","","Add","Meltrin details"
"14","ADAM28","10863","206","ADAM28","Fly","32561","FBgn0259110","mmd","5","4.97","moderate","No","No","Compara, eggNOG, OrthoDB, Panther, RoundUp","","Add","mmd details"
"14","ADAM28","10863","206","ADAM28","Fly","34772","FBgn0259984","kuz","2","1.94","low","No","No","Compara, OrthoDB","","Add","kuz details"
"15","ADAM9","8754","216","ADAM9","Fly","3772109","FBgn0265140","Meltrin","7","7.04","moderate","Yes","No","eggNOG, Hieranoid, OrthoDB, OrthoFinder, OrthoInspector, Panther, RoundUp","","Add","Meltrin details"
"15","ADAM9","8754","216","ADAM9","Fly","32561","FBgn0259110","mmd","6","6.04","moderate","No","No","eggNOG, Inparanoid, Isobase, OrthoDB, Panther, RoundUp","","Add","mmd details"
"16","ADAMDEC1","27299","16299","ADAMDEC1","Fly","32561","FBgn0259110","mmd","4","3.94","moderate","Yes","No","Compara, eggNOG, OrthoDB, Panther","","Add","mmd details"
"16","ADAMDEC1","27299","16299","ADAMDEC1","Fly","3772109","FBgn0265140","Meltrin","4","3.92","moderate","Yes","No","eggNOG, OrthoDB, Panther, Phylome","","Add","Meltrin details"
"16","ADAMDEC1","27299","16299","ADAMDEC1","Fly","34772","FBgn0259984","kuz","2","1.94","low","No","No","Compara, OrthoDB","","Add","kuz details"
"17","ADAMTS1","9510","217","ADAMTS1","Fly","41887","FBgn0286071","AdamTS-A","7","6.78","moderate","Yes","No","Compara, eggNOG, OrthoDB, orthoMCL, Panther, Phylome, RoundUp","","Add","AdamTS-A details"
"17","ADAMTS1","9510","217","ADAMTS1","Fly","31490","FBgn0029791","CG4096","4","3.79","moderate","No","No","Compara, eggNOG, Isobase, OrthoDB","","Add","CG4096 details"
"17","ADAMTS1","9510","217","ADAMTS1","Fly","37762","FBgn0034903","sona","2","2","low","No","No","eggNOG, Panther","","Add","sona details"
"17","ADAMTS1","9510","217","ADAMTS1","Fly","34435","FBgn0032252","loh","2","1.83","low","No","No","Compara, eggNOG","","Add","loh details"
"17","ADAMTS1","9510","217","ADAMTS1","Fly","43872","FBgn0003137","Ppn","2","1.83","low","No","No","Compara, eggNOG","","Add","Ppn details"
"18","ADAMTS10","81794","13201","ADAMTS10","Fly","31490","FBgn0029791","CG4096","5","4.94","moderate","Yes","No","Compara, eggNOG, OrthoDB, OrthoInspector, Panther","","Add","CG4096 details"
"18","ADAMTS10","81794","13201","ADAMTS10","Fly","37619","FBgn0086408","stl","2","2","moderate","No","Yes","eggNOG, Panther","","Add","stl details"
"18","ADAMTS10","81794","13201","ADAMTS10","Fly","34435","FBgn0032252","loh","3","2.93","low","No","No","Compara, eggNOG, Panther","","Add","loh details"
"18","ADAMTS10","81794","13201","ADAMTS10","Fly","43872","FBgn0003137","Ppn","3","2.93","low","No","No","Compara, eggNOG, Panther","","Add","Ppn details"
"18","ADAMTS10","81794","13201","ADAMTS10","Fly","41887","FBgn0286071","AdamTS-A","3","2.81","low","No","No","eggNOG, OrthoDB, orthoMCL","","Add","AdamTS-A details"
"18","ADAMTS10","81794","13201","ADAMTS10","Fly","35424","FBgn0051619","nolo","2","2","low","No","No","eggNOG, Panther","","Add","nolo details"
"19","ADAMTS12","81792","14605","ADAMTS12","Fly","31490","FBgn0029791","CG4096","10","9.89","moderate","Yes","No","Compara, eggNOG, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam","","Add","CG4096 details"
"19","ADAMTS12","81792","14605","ADAMTS12","Fly","41887","FBgn0286071","AdamTS-A","4","3.74","moderate","No","No","Compara, eggNOG, OrthoDB, orthoMCL","","Add","AdamTS-A details"
"19","ADAMTS12","81792","14605","ADAMTS12","Fly","37619","FBgn0086408","stl","2","2","moderate","No","Yes","eggNOG, Panther","","Add","stl details"
"19","ADAMTS12","81792","14605","ADAMTS12","Fly","34435","FBgn0032252","loh","3","2.93","low","No","No","Compara, eggNOG, Panther","","Add","loh details"
"19","ADAMTS12","81792","14605","ADAMTS12","Fly","35424","FBgn0051619","nolo","2","2","low","No","No","eggNOG, Panther","","Add","nolo details"
"19","ADAMTS12","81792","14605","ADAMTS12","Fly","43872","FBgn0003137","Ppn","2","1.83","low","No","No","Compara, eggNOG","","Add","Ppn details"
"20","ADAMTS13","11093","1366","ADAMTS13","Fly","31490","FBgn0029791","CG4096","4","3.94","moderate","Yes","No","Compara, eggNOG, OrthoDB, Panther","","Add","CG4096 details"
"20","ADAMTS13","11093","1366","ADAMTS13","Fly","41887","FBgn0286071","AdamTS-A","4","3.8","moderate","Yes","No","Compara, eggNOG, OrthoDB, TreeFam","","Add","AdamTS-A details"
"20","ADAMTS13","11093","1366","ADAMTS13","Fly","37619","FBgn0086408","stl","2","2","moderate","No","Yes","eggNOG, Panther","","Add","stl details"
"20","ADAMTS13","11093","1366","ADAMTS13","Fly","34435","FBgn0032252","loh","3","2.93","low","No","No","Compara, eggNOG, Panther","","Add","loh details"
"20","ADAMTS13","11093","1366","ADAMTS13","Fly","43872","FBgn0003137","Ppn","3","2.93","low","No","No","Compara, eggNOG, Panther","","Add","Ppn details"
"20","ADAMTS13","11093","1366","ADAMTS13","Fly","35424","FBgn0051619","nolo","2","2","low","No","No","eggNOG, Panther","","Add","nolo details"
"21","ADAMTS14","140766","14899","ADAMTS14","Fly","31490","FBgn0029791","CG4096","3","2.93","moderate","Yes","No","Compara, eggNOG, Panther","","Add","CG4096 details"
"21","ADAMTS14","140766","14899","ADAMTS14","Fly","34435","FBgn0032252","loh","3","2.93","moderate","Yes","No","Compara, eggNOG, Panther","","Add","loh details"
"21","ADAMTS14","140766","14899","ADAMTS14","Fly","43872","FBgn0003137","Ppn","3","2.93","moderate","Yes","No","Compara, eggNOG, Panther","","Add","Ppn details"
"21","ADAMTS14","140766","14899","ADAMTS14","Fly","37619","FBgn0086408","stl","2","2","moderate","No","Yes","eggNOG, Panther","","Add","stl details"
"21","ADAMTS14","140766","14899","ADAMTS14","Fly","35424","FBgn0051619","nolo","2","2","low","No","No","eggNOG, Panther","","Add","nolo details"
"21","ADAMTS14","140766","14899","ADAMTS14","Fly","41887","FBgn0286071","AdamTS-A","2","1.86","low","No","No","eggNOG, TreeFam","","Add","AdamTS-A details"
"22","ADAMTS15","170689","16305","ADAMTS15","Fly","41887","FBgn0286071","AdamTS-A","5","4.82","moderate","Yes","No","eggNOG, OrthoDB, orthoMCL, Panther, Phylome","","Add","AdamTS-A details"
"22","ADAMTS15","170689","16305","ADAMTS15","Fly","37762","FBgn0034903","sona","2","2","low","No","No","eggNOG, Panther","","Add","sona details"
"22","ADAMTS15","170689","16305","ADAMTS15","Fly","31490","FBgn0029791","CG4096","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","CG4096 details"
"23","ADAMTS16","170690","17108","ADAMTS16","Fly","31490","FBgn0029791","CG4096","5","4.94","moderate","Yes","No","Compara, eggNOG, OrthoDB, OrthoInspector, Panther","","Add","CG4096 details"
"23","ADAMTS16","170690","17108","ADAMTS16","Fly","41887","FBgn0286071","AdamTS-A","4","3.77","moderate","No","No","eggNOG, OrthoDB, orthoMCL, TreeFam","","Add","AdamTS-A details"
"23","ADAMTS16","170690","17108","ADAMTS16","Fly","37619","FBgn0086408","stl","2","2","moderate","No","Yes","eggNOG, Panther","","Add","stl details"
"23","ADAMTS16","170690","17108","ADAMTS16","Fly","34435","FBgn0032252","loh","3","2.93","low","No","No","Compara, eggNOG, Panther","","Add","loh details"
"23","ADAMTS16","170690","17108","ADAMTS16","Fly","43872","FBgn0003137","Ppn","3","2.93","low","No","No","Compara, eggNOG, Panther","","Add","Ppn details"
"23","ADAMTS16","170690","17108","ADAMTS16","Fly","35424","FBgn0051619","nolo","2","2","low","No","No","eggNOG, Panther","","Add","nolo details"
"23","ADAMTS16","170690","17108","ADAMTS16","Fly","37762","FBgn0034903","sona","2","1.9","low","No","No","eggNOG, OrthoFinder","","Add","sona details"
"24","ADAMTS17","170691","17109","ADAMTS17","Fly","31490","FBgn0029791","CG4096","4","3.94","moderate","Yes","No","Compara, eggNOG, OrthoDB, Panther","","Add","CG4096 details"
"24","ADAMTS17","170691","17109","ADAMTS17","Fly","37619","FBgn0086408","stl","2","2","moderate","No","Yes","eggNOG, Panther","","Add","stl details"
"24","ADAMTS17","170691","17109","ADAMTS17","Fly","34435","FBgn0032252","loh","3","2.93","low","No","No","Compara, eggNOG, Panther","","Add","loh details"
"24","ADAMTS17","170691","17109","ADAMTS17","Fly","41887","FBgn0286071","AdamTS-A","3","2.84","low","No","No","Compara, eggNOG, OrthoDB","","Add","AdamTS-A details"
"24","ADAMTS17","170691","17109","ADAMTS17","Fly","35424","FBgn0051619","nolo","2","2","low","No","No","eggNOG, Panther","","Add","nolo details"
"24","ADAMTS17","170691","17109","ADAMTS17","Fly","43872","FBgn0003137","Ppn","2","1.83","low","No","No","Compara, eggNOG","","Add","Ppn details"
"25","ADAMTS18","170692","17110","ADAMTS18","Fly","31490","FBgn0029791","CG4096","5","4.94","moderate","Yes","No","Compara, eggNOG, OrthoDB, OrthoInspector, Panther","","Add","CG4096 details"
"25","ADAMTS18","170692","17110","ADAMTS18","Fly","41887","FBgn0286071","AdamTS-A","5","4.7","moderate","Yes","No","Compara, eggNOG, OrthoDB, orthoMCL, TreeFam","","Add","AdamTS-A details"
"25","ADAMTS18","170692","17110","ADAMTS18","Fly","37619","FBgn0086408","stl","2","2","moderate","No","Yes","eggNOG, Panther","","Add","stl details"
"25","ADAMTS18","170692","17110","ADAMTS18","Fly","34435","FBgn0032252","loh","3","2.93","low","No","No","Compara, eggNOG, Panther","","Add","loh details"
"25","ADAMTS18","170692","17110","ADAMTS18","Fly","43872","FBgn0003137","Ppn","3","2.93","low","No","No","Compara, eggNOG, Panther","","Add","Ppn details"
"25","ADAMTS18","170692","17110","ADAMTS18","Fly","35424","FBgn0051619","nolo","2","2","low","No","No","eggNOG, Panther","","Add","nolo details"
"26","ADAMTS19","171019","17111","ADAMTS19","Fly","31490","FBgn0029791","CG4096","4","3.94","moderate","Yes","No","Compara, eggNOG, OrthoDB, Panther","","Add","CG4096 details"
"26","ADAMTS19","171019","17111","ADAMTS19","Fly","37619","FBgn0086408","stl","2","2","moderate","No","Yes","eggNOG, Panther","","Add","stl details"
"26","ADAMTS19","171019","17111","ADAMTS19","Fly","34435","FBgn0032252","loh","3","2.93","low","No","No","Compara, eggNOG, Panther","","Add","loh details"
"26","ADAMTS19","171019","17111","ADAMTS19","Fly","35424","FBgn0051619","nolo","2","2","low","No","No","eggNOG, Panther","","Add","nolo details"
"26","ADAMTS19","171019","17111","ADAMTS19","Fly","41887","FBgn0286071","AdamTS-A","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","AdamTS-A details"
"26","ADAMTS19","171019","17111","ADAMTS19","Fly","43872","FBgn0003137","Ppn","2","1.83","low","No","No","Compara, eggNOG","","Add","Ppn details"
"27","ADAMTS2","9509","218","ADAMTS2","Fly","31490","FBgn0029791","CG4096","3","2.93","moderate","Yes","No","Compara, eggNOG, Panther","","Add","CG4096 details"
"27","ADAMTS2","9509","218","ADAMTS2","Fly","34435","FBgn0032252","loh","3","2.93","moderate","Yes","No","Compara, eggNOG, Panther","","Add","loh details"
"27","ADAMTS2","9509","218","ADAMTS2","Fly","43872","FBgn0003137","Ppn","3","2.93","moderate","Yes","No","Compara, eggNOG, Panther","","Add","Ppn details"
"27","ADAMTS2","9509","218","ADAMTS2","Fly","41887","FBgn0286071","AdamTS-A","3","2.79","moderate","Yes","No","Compara, eggNOG, TreeFam","","Add","AdamTS-A details"
"27","ADAMTS2","9509","218","ADAMTS2","Fly","37619","FBgn0086408","stl","2","2","moderate","No","Yes","eggNOG, Panther","","Add","stl details"
"27","ADAMTS2","9509","218","ADAMTS2","Fly","35424","FBgn0051619","nolo","2","2","low","No","No","eggNOG, Panther","","Add","nolo details"
"28","ADAMTS20","80070","17178","ADAMTS20","Fly","41887","FBgn0286071","AdamTS-A","11","10.85","high","Yes","Yes","eggNOG, Hieranoid, Inparanoid, Isobase, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp","","Add","AdamTS-A details"
"28","ADAMTS20","80070","17178","ADAMTS20","Fly","31490","FBgn0029791","CG4096","3","2.84","low","No","No","Compara, eggNOG, OrthoDB","","Add","CG4096 details"
"28","ADAMTS20","80070","17178","ADAMTS20","Fly","37762","FBgn0034903","sona","2","2","low","No","No","eggNOG, Panther","","Add","sona details"
"28","ADAMTS20","80070","17178","ADAMTS20","Fly","34435","FBgn0032252","loh","2","1.83","low","No","No","Compara, eggNOG","","Add","loh details"
"28","ADAMTS20","80070","17178","ADAMTS20","Fly","43872","FBgn0003137","Ppn","2","1.83","low","No","No","Compara, eggNOG","","Add","Ppn details"
"29","ADAMTS3","9508","219","ADAMTS3","Fly","31490","FBgn0029791","CG4096","3","2.93","moderate","Yes","No","Compara, eggNOG, Panther","","Add","CG4096 details"
"29","ADAMTS3","9508","219","ADAMTS3","Fly","34435","FBgn0032252","loh","3","2.93","moderate","Yes","No","Compara, eggNOG, Panther","","Add","loh details"
"29","ADAMTS3","9508","219","ADAMTS3","Fly","43872","FBgn0003137","Ppn","3","2.93","moderate","Yes","No","Compara, eggNOG, Panther","","Add","Ppn details"
"29","ADAMTS3","9508","219","ADAMTS3","Fly","37619","FBgn0086408","stl","2","2","moderate","No","Yes","eggNOG, Panther","","Add","stl details"
"29","ADAMTS3","9508","219","ADAMTS3","Fly","35424","FBgn0051619","nolo","2","2","low","No","No","eggNOG, Panther","","Add","nolo details"
"29","ADAMTS3","9508","219","ADAMTS3","Fly","41887","FBgn0286071","AdamTS-A","2","1.86","low","No","No","eggNOG, TreeFam","","Add","AdamTS-A details"
"30","ADAMTS4","9507","220","ADAMTS4","Fly","41887","FBgn0286071","AdamTS-A","5","4.82","moderate","Yes","No","eggNOG, OrthoDB, orthoMCL, Panther, Phylome","","Add","AdamTS-A details"
"30","ADAMTS4","9507","220","ADAMTS4","Fly","31490","FBgn0029791","CG4096","3","2.84","low","No","No","Compara, eggNOG, OrthoDB","","Add","CG4096 details"
"30","ADAMTS4","9507","220","ADAMTS4","Fly","37762","FBgn0034903","sona","2","2","low","No","No","eggNOG, Panther","","Add","sona details"
"30","ADAMTS4","9507","220","ADAMTS4","Fly","34435","FBgn0032252","loh","2","1.83","low","No","No","Compara, eggNOG","","Add","loh details"
"30","ADAMTS4","9507","220","ADAMTS4","Fly","43872","FBgn0003137","Ppn","2","1.83","low","No","No","Compara, eggNOG","","Add","Ppn details"
"31","ADAMTS5","11096","221","ADAMTS5","Fly","41887","FBgn0286071","AdamTS-A","6","5.75","moderate","Yes","No","Compara, eggNOG, OrthoDB, orthoMCL, Panther, Phylome","","Add","AdamTS-A details"
"31","ADAMTS5","11096","221","ADAMTS5","Fly","37762","FBgn0034903","sona","3","2.95","moderate","No","Yes","eggNOG, Isobase, Panther","","Add","sona details"
"31","ADAMTS5","11096","221","ADAMTS5","Fly","37619","FBgn0086408","stl","2","1.85","moderate","No","Yes","eggNOG, Isobase","","Add","stl details"
"31","ADAMTS5","11096","221","ADAMTS5","Fly","31490","FBgn0029791","CG4096","3","2.84","low","No","No","Compara, eggNOG, OrthoDB","","Add","CG4096 details"
"31","ADAMTS5","11096","221","ADAMTS5","Fly","34435","FBgn0032252","loh","2","1.83","low","No","No","Compara, eggNOG","","Add","loh details"
"31","ADAMTS5","11096","221","ADAMTS5","Fly","43872","FBgn0003137","Ppn","2","1.83","low","No","No","Compara, eggNOG","","Add","Ppn details"
"32","ADAMTS6","11174","222","ADAMTS6","Fly","31490","FBgn0029791","CG4096","5","5.02","moderate","Yes","No","eggNOG, OMA, OrthoDB, OrthoInspector, Panther","","Add","CG4096 details"
"32","ADAMTS6","11174","222","ADAMTS6","Fly","41887","FBgn0286071","AdamTS-A","4","3.81","moderate","No","No","eggNOG, OrthoDB, OrthoInspector, orthoMCL","","Add","AdamTS-A details"
"32","ADAMTS6","11174","222","ADAMTS6","Fly","37619","FBgn0086408","stl","2","2","moderate","No","Yes","eggNOG, Panther","","Add","stl details"
"32","ADAMTS6","11174","222","ADAMTS6","Fly","43872","FBgn0003137","Ppn","3","3.03","low","No","No","eggNOG, Panther, RoundUp","","Add","Ppn details"
"32","ADAMTS6","11174","222","ADAMTS6","Fly","35424","FBgn0051619","nolo","2","2","low","No","No","eggNOG, Panther","","Add","nolo details"
"32","ADAMTS6","11174","222","ADAMTS6","Fly","34435","FBgn0032252","loh","2","2","low","No","No","eggNOG, Panther","","Add","loh details"
"33","ADAMTS7","11173","223","ADAMTS7","Fly","31490","FBgn0029791","CG4096","11","10.89","high","Yes","Yes","Compara, eggNOG, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam","","Add","CG4096 details"
"33","ADAMTS7","11173","223","ADAMTS7","Fly","37619","FBgn0086408","stl","2","2","moderate","No","Yes","eggNOG, Panther","","Add","stl details"
"33","ADAMTS7","11173","223","ADAMTS7","Fly","34435","FBgn0032252","loh","3","2.93","low","No","No","Compara, eggNOG, Panther","","Add","loh details"
