"Input Order","Search Term","Human GeneID","HGNCID","Human Symbol","Species 2","Fly GeneID","Fly Species Gene ID","Fly Symbol","DIOPT Score","Weighted Score","Rank","Best Score","Best Score Reverse","Prediction Derived From","Alignment & Scores","Feedback","Gene2FunctionDetails"
"9","ABCC1","4363","51","ABCC1","Fly","42928","FBgn0039207","CG5789","4","3.81","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL","","Add","CG5789 details"
"9","ABCC1","4363","51","ABCC1","Fly","34350","FBgn0028675","Sur","3","2.91","low","No","No","eggNOG, OrthoDB, OrthoFinder","","Add","Sur details"
"10","ABCC3","8714","54","ABCC3","Fly","34686","FBgn0032456","MRP","14","13.8","high","Yes","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","MRP details"
"10","ABCC3","8714","54","ABCC3","Fly","41387","FBgn0263316","Mrp4","5","4.79","moderate","No","No","Compara, eggNOG, Isobase, OrthoDB, OrthoFinder","","Add","Mrp4 details"
"10","ABCC3","8714","54","ABCC3","Fly","42928","FBgn0039207","CG5789","5","4.76","moderate","No","No","eggNOG, Isobase, OrthoDB, OrthoFinder, orthoMCL","","Add","CG5789 details"
"10","ABCC3","8714","54","ABCC3","Fly","37428","FBgn0034612","CG10505","5","4.74","moderate","No","No","Compara, eggNOG, OrthoDB, OrthoFinder, orthoMCL","","Add","CG10505 details"
"10","ABCC3","8714","54","ABCC3","Fly","43450","FBgn0039644","rdog","5","4.74","moderate","No","No","Compara, eggNOG, OrthoDB, OrthoFinder, orthoMCL","","Add","rdog details"
"10","ABCC3","8714","54","ABCC3","Fly","42362","FBgn0038740","CG4562","5","4.74","moderate","No","No","Compara, eggNOG, OrthoDB, OrthoFinder, orthoMCL","","Add","CG4562 details"
"10","ABCC3","8714","54","ABCC3","Fly","35163","FBgn0051792","CG31792","5","4.74","moderate","No","No","Compara, eggNOG, OrthoDB, OrthoFinder, orthoMCL","","Add","CG31792 details"
"10","ABCC3","8714","54","ABCC3","Fly","35366","FBgn0032908","CG9270","5","4.74","moderate","No","No","Compara, eggNOG, OrthoDB, OrthoFinder, orthoMCL","","Add","CG9270 details"
"10","ABCC3","8714","54","ABCC3","Fly","34148","FBgn0032026","CG7627","5","4.74","moderate","No","No","Compara, eggNOG, OrthoDB, OrthoFinder, orthoMCL","","Add","CG7627 details"
"10","ABCC3","8714","54","ABCC3","Fly","43451","FBgn0039645","CG11898","5","4.74","moderate","No","No","Compara, eggNOG, OrthoDB, OrthoFinder, orthoMCL","","Add","CG11898 details"
"10","ABCC3","8714","54","ABCC3","Fly","47905","FBgn0010549","l(2)03659","4","3.84","moderate","No","No","Compara, eggNOG, OrthoDB, OrthoFinder","","Add","l(2)03659 details"
"10","ABCC3","8714","54","ABCC3","Fly","326161","FBgn0051793","CG31793","4","3.81","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL","","Add","CG31793 details"
"10","ABCC3","8714","54","ABCC3","Fly","34140","FBgn0032018","CG7806","4","3.81","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL","","Add","CG7806 details"
"10","ABCC3","8714","54","ABCC3","Fly","34350","FBgn0028675","Sur","3","2.91","low","No","No","eggNOG, OrthoDB, OrthoFinder","","Add","Sur details"
"11","ABCC4","10257","55","ABCC4","Fly","42362","FBgn0038740","CG4562","14","13.79","high","Yes","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp","","Add","CG4562 details"
"11","ABCC4","10257","55","ABCC4","Fly","34148","FBgn0032026","CG7627","13","12.84","moderate","No","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp","","Add","CG7627 details"
"11","ABCC4","10257","55","ABCC4","Fly","35163","FBgn0051792","CG31792","12","11.81","moderate","No","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome","","Add","CG31792 details"
"11","ABCC4","10257","55","ABCC4","Fly","35366","FBgn0032908","CG9270","12","11.81","moderate","No","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome","","Add","CG9270 details"
"11","ABCC4","10257","55","ABCC4","Fly","47905","FBgn0010549","l(2)03659","11","10.91","moderate","No","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome","","Add","l(2)03659 details"
"11","ABCC4","10257","55","ABCC4","Fly","41387","FBgn0263316","Mrp4","10","9.9","moderate","No","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome","","Add","Mrp4 details"
"11","ABCC4","10257","55","ABCC4","Fly","326161","FBgn0051793","CG31793","10","9.87","moderate","No","Yes","eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome","","Add","CG31793 details"
"11","ABCC4","10257","55","ABCC4","Fly","37428","FBgn0034612","CG10505","8","7.75","moderate","No","Yes","Compara, eggNOG, Hieranoid, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome","","Add","CG10505 details"
"11","ABCC4","10257","55","ABCC4","Fly","43450","FBgn0039644","rdog","8","7.75","moderate","No","Yes","Compara, eggNOG, Hieranoid, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome","","Add","rdog details"
"11","ABCC4","10257","55","ABCC4","Fly","43451","FBgn0039645","CG11898","8","7.75","moderate","No","Yes","Compara, eggNOG, Hieranoid, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome","","Add","CG11898 details"
"11","ABCC4","10257","55","ABCC4","Fly","42928","FBgn0039207","CG5789","7","6.82","moderate","No","Yes","eggNOG, Hieranoid, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome","","Add","CG5789 details"
"11","ABCC4","10257","55","ABCC4","Fly","34686","FBgn0032456","MRP","5","4.74","moderate","No","No","Compara, eggNOG, OrthoDB, OrthoFinder, orthoMCL","","Add","MRP details"
"11","ABCC4","10257","55","ABCC4","Fly","34140","FBgn0032018","CG7806","4","3.81","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL","","Add","CG7806 details"
"11","ABCC4","10257","55","ABCC4","Fly","34350","FBgn0028675","Sur","3","2.91","low","No","No","eggNOG, OrthoDB, OrthoFinder","","Add","Sur details"
"12","ABCC5","10057","56","ABCC5","Fly","43450","FBgn0039644","rdog","6","5.69","moderate","Yes","No","Compara, eggNOG, Isobase, OrthoDB, OrthoFinder, orthoMCL","","Add","rdog details"
"12","ABCC5","10057","56","ABCC5","Fly","35163","FBgn0051792","CG31792","6","5.69","moderate","Yes","No","Compara, eggNOG, Isobase, OrthoDB, OrthoFinder, orthoMCL","","Add","CG31792 details"
"12","ABCC5","10057","56","ABCC5","Fly","326161","FBgn0051793","CG31793","5","4.76","moderate","No","No","eggNOG, Isobase, OrthoDB, OrthoFinder, orthoMCL","","Add","CG31793 details"
"12","ABCC5","10057","56","ABCC5","Fly","37428","FBgn0034612","CG10505","5","4.74","moderate","No","No","Compara, eggNOG, OrthoDB, OrthoFinder, orthoMCL","","Add","CG10505 details"
"12","ABCC5","10057","56","ABCC5","Fly","42362","FBgn0038740","CG4562","5","4.74","moderate","No","No","Compara, eggNOG, OrthoDB, OrthoFinder, orthoMCL","","Add","CG4562 details"
"12","ABCC5","10057","56","ABCC5","Fly","34686","FBgn0032456","MRP","5","4.74","moderate","No","No","Compara, eggNOG, OrthoDB, OrthoFinder, orthoMCL","","Add","MRP details"
"12","ABCC5","10057","56","ABCC5","Fly","35366","FBgn0032908","CG9270","5","4.74","moderate","No","No","Compara, eggNOG, OrthoDB, OrthoFinder, orthoMCL","","Add","CG9270 details"
"12","ABCC5","10057","56","ABCC5","Fly","34148","FBgn0032026","CG7627","5","4.74","moderate","No","No","Compara, eggNOG, OrthoDB, OrthoFinder, orthoMCL","","Add","CG7627 details"
"12","ABCC5","10057","56","ABCC5","Fly","43451","FBgn0039645","CG11898","5","4.74","moderate","No","No","Compara, eggNOG, OrthoDB, OrthoFinder, orthoMCL","","Add","CG11898 details"
"12","ABCC5","10057","56","ABCC5","Fly","41387","FBgn0263316","Mrp4","4","3.84","moderate","No","No","Compara, eggNOG, OrthoDB, OrthoFinder","","Add","Mrp4 details"
"12","ABCC5","10057","56","ABCC5","Fly","47905","FBgn0010549","l(2)03659","4","3.84","moderate","No","No","Compara, eggNOG, OrthoDB, OrthoFinder","","Add","l(2)03659 details"
"12","ABCC5","10057","56","ABCC5","Fly","34140","FBgn0032018","CG7806","4","3.81","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL","","Add","CG7806 details"
"12","ABCC5","10057","56","ABCC5","Fly","42928","FBgn0039207","CG5789","4","3.81","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL","","Add","CG5789 details"
"12","ABCC5","10057","56","ABCC5","Fly","34350","FBgn0028675","Sur","3","2.91","low","No","No","eggNOG, OrthoDB, OrthoFinder","","Add","Sur details"
"13","ABCC6","368","57","ABCC6","Fly","34686","FBgn0032456","MRP","7","6.61","moderate","Yes","No","Compara, eggNOG, OrthoDB, OrthoFinder, orthoMCL, Phylome, TreeFam","","Add","MRP details"
"13","ABCC6","368","57","ABCC6","Fly","47905","FBgn0010549","l(2)03659","5","4.79","moderate","No","No","Compara, eggNOG, Isobase, OrthoDB, OrthoFinder","","Add","l(2)03659 details"
"13","ABCC6","368","57","ABCC6","Fly","37428","FBgn0034612","CG10505","5","4.74","moderate","No","No","Compara, eggNOG, OrthoDB, OrthoFinder, orthoMCL","","Add","CG10505 details"
"13","ABCC6","368","57","ABCC6","Fly","43450","FBgn0039644","rdog","5","4.74","moderate","No","No","Compara, eggNOG, OrthoDB, OrthoFinder, orthoMCL","","Add","rdog details"
"13","ABCC6","368","57","ABCC6","Fly","42362","FBgn0038740","CG4562","5","4.74","moderate","No","No","Compara, eggNOG, OrthoDB, OrthoFinder, orthoMCL","","Add","CG4562 details"
"13","ABCC6","368","57","ABCC6","Fly","35163","FBgn0051792","CG31792","5","4.74","moderate","No","No","Compara, eggNOG, OrthoDB, OrthoFinder, orthoMCL","","Add","CG31792 details"
"13","ABCC6","368","57","ABCC6","Fly","35366","FBgn0032908","CG9270","5","4.74","moderate","No","No","Compara, eggNOG, OrthoDB, OrthoFinder, orthoMCL","","Add","CG9270 details"
"13","ABCC6","368","57","ABCC6","Fly","34148","FBgn0032026","CG7627","5","4.74","moderate","No","No","Compara, eggNOG, OrthoDB, OrthoFinder, orthoMCL","","Add","CG7627 details"
"13","ABCC6","368","57","ABCC6","Fly","43451","FBgn0039645","CG11898","5","4.74","moderate","No","No","Compara, eggNOG, OrthoDB, OrthoFinder, orthoMCL","","Add","CG11898 details"
"13","ABCC6","368","57","ABCC6","Fly","41387","FBgn0263316","Mrp4","4","3.84","moderate","No","No","Compara, eggNOG, OrthoDB, OrthoFinder","","Add","Mrp4 details"
"13","ABCC6","368","57","ABCC6","Fly","326161","FBgn0051793","CG31793","4","3.81","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL","","Add","CG31793 details"
"13","ABCC6","368","57","ABCC6","Fly","34140","FBgn0032018","CG7806","4","3.81","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL","","Add","CG7806 details"
"13","ABCC6","368","57","ABCC6","Fly","42928","FBgn0039207","CG5789","4","3.81","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL","","Add","CG5789 details"
"13","ABCC6","368","57","ABCC6","Fly","34350","FBgn0028675","Sur","3","2.91","low","No","No","eggNOG, OrthoDB, OrthoFinder","","Add","Sur details"
"14","ABCG2","9429","74","ABCG2","Fly","31271","FBgn0003996","w","8","7.79","high","Yes","Yes","eggNOG, Hieranoid, Homologene, Isobase, OrthoDB, OrthoFinder, orthoMCL, RoundUp","","Add","w details"
"14","ABCG2","9429","74","ABCG2","Fly","34322","FBgn0032167","CG5853","5","4.84","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL, RoundUp","","Add","CG5853 details"
"14","ABCG2","9429","74","ABCG2","Fly","33171","FBgn0025683","CG3164","4","3.94","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, RoundUp","","Add","CG3164 details"
"14","ABCG2","9429","74","ABCG2","Fly","33540","FBgn0031515","CG9664","4","3.94","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, RoundUp","","Add","CG9664 details"
"14","ABCG2","9429","74","ABCG2","Fly","39836","FBgn0003515","st","4","3.91","moderate","No","Yes","eggNOG, Hieranoid, OrthoDB, OrthoFinder","","Add","st details"
"14","ABCG2","9429","74","ABCG2","Fly","39307","FBgn0052091","CG32091","4","3.84","moderate","No","No","Compara, eggNOG, OrthoDB, OrthoFinder","","Add","CG32091 details"
"14","ABCG2","9429","74","ABCG2","Fly","37724","FBgn0000241","bw","3","2.91","moderate","No","Yes","eggNOG, OrthoDB, OrthoFinder","","Add","bw details"
"14","ABCG2","9429","74","ABCG2","Fly","43895","FBgn0020445","E23","3","2.91","moderate","No","Yes","eggNOG, OrthoDB, OrthoFinder","","Add","E23 details"
"14","ABCG2","9429","74","ABCG2","Fly","33803","FBgn0031734","CG11147","2","1.81","moderate","No","Yes","eggNOG, Phylome","","Add","CG11147 details"
"14","ABCG2","9429","74","ABCG2","Fly","43186","FBgn0053970","CG33970","2","1.81","moderate","No","Yes","eggNOG, Phylome","","Add","CG33970 details"
"14","ABCG2","9429","74","ABCG2","Fly","43391","FBgn0039594","snu","2","1.81","moderate","No","Yes","eggNOG, Phylome","","Add","snu details"
"14","ABCG2","9429","74","ABCG2","Fly","33541","FBgn0031516","CG9663","3","2.91","low","No","No","eggNOG, OrthoDB, OrthoFinder","","Add","CG9663 details"
"14","ABCG2","9429","74","ABCG2","Fly","33354","FBgn0264494","CG17646","3","2.91","low","No","No","eggNOG, OrthoDB, OrthoFinder","","Add","CG17646 details"
"14","ABCG2","9429","74","ABCG2","Fly","33170","FBgn0031220","CG4822","3","2.91","low","No","No","eggNOG, OrthoDB, OrthoFinder","","Add","CG4822 details"
"14","ABCG2","9429","74","ABCG2","Fly","42975","FBgn0051121","CG31121","3","2.84","low","No","No","Compara, eggNOG, OrthoDB","","Add","CG31121 details"
"14","ABCG2","9429","74","ABCG2","Fly","326154","FBgn0031449","CG31689","3","2.83","low","No","No","Compara, eggNOG, OrthoFinder","","Add","CG31689 details"
"14","ABCG2","9429","74","ABCG2","Fly","42976","FBgn0039244","CG11069","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","CG11069 details"
"14","ABCG2","9429","74","ABCG2","Fly","33636","FBgn0020762","Atet","2","1.9","low","No","No","eggNOG, OrthoFinder","","Add","Atet details"
"15","ABHD3","171586","18718","ABHD3","Fly","35930","FBgn0033382","Hydr1","15","14.75","high","Yes","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","Hydr1 details"
"16","ABI1","10006","11320","ABI1","Fly","41718","FBgn0020510","Abi","12","11.87","moderate","Yes","No","eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","Abi details"
"17","ABLIM3","22885","29132","ABLIM3","Fly","261629","FBgn0051352","Unc-115a","12","11.76","moderate","Yes","No","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam","","Add","Unc-115a details"
"17","ABLIM3","22885","29132","ABLIM3","Fly","41178","FBgn0260463","Unc-115b","8","7.79","moderate","No","Yes","Compara, eggNOG, Hieranoid, Homologene, OrthoFinder, orthoMCL, Panther, TreeFam","","Add","Unc-115b details"
"18","ACIN1","22985","17066","ACIN1","Fly","35173","FBgn0263198","Acn","10","9.78","high","Yes","Yes","Compara, eggNOG, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","Acn details"
"19","ACKR3","57007","23692","ACKR3","Fly","43393","FBgn0039595","AstA-R2","1","0.93","low","Yes","No","Compara","","Add","AstA-R2 details"
"19","ACKR3","57007","23692","ACKR3","Fly","44126","FBgn0266429","AstA-R1","1","0.93","low","Yes","No","Compara","","Add","AstA-R1 details"
